n;id;mac;strength;ssid;zone;floor;datetime
228;3737;c0:25:5c:82:1d:b6;-79;bmstu_guest;10;2;Tue Apr 13 17:17:01 GMT+03:00 2021
229;3738;c0:25:5c:82:1d:bf;-81;bmstu_lb;10;2;Tue Apr 13 17:17:01 GMT+03:00 2021
230;3739;c0:25:5c:82:1d:be;-81;bmstu_staff;10;2;Tue Apr 13 17:17:01 GMT+03:00 2021
231;3740;48:5b:39:e8:78:93;-82;426_asp;10;2;Tue Apr 13 17:17:01 GMT+03:00 2021
232;3741;00:26:52:d8:7e:b9;-87;bmstu_guest;10;2;Tue Apr 13 17:17:01 GMT+03:00 2021
233;3742;50:17:ff:de:06:e9;-89;bmstu_guest;10;2;Tue Apr 13 17:17:01 GMT+03:00 2021
234;3743;c4:71:54:4c:07:46;-90;WP;10;2;Tue Apr 13 17:17:01 GMT+03:00 2021
235;3744;50:17:ff:de:06:e1;-91;bmstu_staff;10;2;Tue Apr 13 17:17:01 GMT+03:00 2021
236;3745;50:17:ff:de:06:e0;-92;bmstu_lb;10;2;Tue Apr 13 17:17:01 GMT+03:00 2021
237;3746;00:26:52:d8:84:99;-92;bmstu_guest;10;2;Tue Apr 13 17:17:01 GMT+03:00 2021
238;3747;c0:25:5c:82:1d:b0;-67;bmstu_lb;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
239;3748;c0:25:5c:82:1d:b1;-68;bmstu_staff;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
240;3749;00:22:55:57:51:80;-72;bmstu_staff;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
241;3750;c0:25:5c:82:1d:b9;-73;bmstu_guest;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
242;3751;94:0c:6d:bd:6c:4c;-81;wlcmtnndprtmntwrlssntwrk;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
243;3752;c0:25:5c:82:1d:b6;-83;bmstu_guest;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
244;3753;c0:25:5c:82:1d:bf;-84;bmstu_lb;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
245;3754;c0:25:5c:82:1d:be;-85;bmstu_staff;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
246;3755;c8:3a:35:58:bd:40;-89;Tenda_58BD40;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
247;3756;00:26:52:d8:84:99;-89;bmstu_guest;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
248;3757;f8:32:e4:44:a0:f8;-91;Discovery;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
249;3758;00:26:52:d8:84:90;-91;bmstu_lb;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
250;3759;ea:6f:38:29:51:89;-94;DIRECT-89-HP M203 LaserJet;14;2;Tue Apr 13 17:17:13 GMT+03:00 2021
251;3760;c0:25:5c:82:1d:b0;-67;bmstu_lb;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
252;3761;c0:25:5c:82:1d:b1;-68;bmstu_staff;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
253;3762;00:22:55:57:51:80;-68;bmstu_staff;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
254;3763;c0:25:5c:82:1d:b9;-73;bmstu_guest;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
255;3764;94:0c:6d:bd:6c:4c;-78;wlcmtnndprtmntwrlssntwrk;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
256;3765;c0:25:5c:82:1d:b6;-83;bmstu_guest;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
257;3766;c0:25:5c:82:1d:bf;-84;bmstu_lb;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
258;3767;c0:25:5c:82:1d:be;-85;bmstu_staff;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
259;3768;ea:6f:38:29:51:89;-88;DIRECT-89-HP M203 LaserJet;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
260;3769;00:26:52:d8:84:99;-89;bmstu_guest;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
261;3770;c8:60:00:91:c7:0a;-90;PK-5-OKOPOK;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
262;3771;00:26:52:d8:84:90;-91;bmstu_lb;14;2;Tue Apr 13 17:17:22 GMT+03:00 2021
263;3772;00:22:55:57:51:80;-69;bmstu_staff;14;2;Tue Apr 13 17:17:27 GMT+03:00 2021
264;3773;94:0c:6d:bd:6c:4c;-83;wlcmtnndprtmntwrlssntwrk;14;2;Tue Apr 13 17:17:27 GMT+03:00 2021
265;3774;c0:a5:dd:15:ec:f2;-86;;14;2;Tue Apr 13 17:17:27 GMT+03:00 2021
266;3775;c0:a5:dd:15:ec:f4;-88;;14;2;Tue Apr 13 17:17:27 GMT+03:00 2021
267;3776;c8:60:00:91:c7:0a;-90;PK-5-OKOPOK;14;2;Tue Apr 13 17:17:27 GMT+03:00 2021
268;3777;04:95:e6:09:7f:71;-91;Tenda_097F70;14;2;Tue Apr 13 17:17:27 GMT+03:00 2021
269;3778;54:78:1a:64:45:31;-93;BP-Sec;14;2;Tue Apr 13 17:17:27 GMT+03:00 2021
270;3779;54:78:1a:64:45:30;-94;BaumanPress;14;2;Tue Apr 13 17:17:27 GMT+03:00 2021
271;3780;00:22:55:57:51:80;-68;bmstu_staff;14;2;Tue Apr 13 17:17:32 GMT+03:00 2021
272;3781;c0:a5:dd:15:ec:f2;-82;;14;2;Tue Apr 13 17:17:32 GMT+03:00 2021
273;3782;94:0c:6d:bd:6c:4c;-83;wlcmtnndprtmntwrlssntwrk;14;2;Tue Apr 13 17:17:32 GMT+03:00 2021
274;3783;c0:a5:dd:15:ec:f4;-85;;14;2;Tue Apr 13 17:17:32 GMT+03:00 2021
275;3784;04:95:e6:09:7f:71;-91;Tenda_097F70;14;2;Tue Apr 13 17:17:32 GMT+03:00 2021
276;3785;54:78:1a:64:45:31;-93;BP-Sec;14;2;Tue Apr 13 17:17:32 GMT+03:00 2021
277;3786;00:26:52:d8:7b:d0;-93;bmstu_lb;14;2;Tue Apr 13 17:17:32 GMT+03:00 2021
278;3787;54:78:1a:64:45:30;-94;BaumanPress;14;2;Tue Apr 13 17:17:32 GMT+03:00 2021
279;3788;00:22:55:57:51:80;-54;bmstu_staff;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
280;3789;00:26:52:d8:7b:d9;-79;bmstu_guest;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
281;3790;00:26:52:d8:7b:d0;-80;bmstu_lb;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
282;3791;00:26:52:d8:7b:d1;-80;bmstu_staff;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
283;3792;d4:ca:6d:4c:eb:3d;-84;IU4-net;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
284;3793;54:78:1a:64:45:31;-85;BP-Sec;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
285;3794;54:78:1a:64:45:30;-85;BaumanPress;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
286;3795;1c:7e:e5:91:e1:46;-86;wifia04;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
287;3796;ea:6f:38:06:6e:19;-87;DIRECT-19-HP M203 LaserJet;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
288;3797;1c:af:f7:96:1b:1c;-88;KID-LAB;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
289;3798;e0:06:e6:77:37:9a;-94;HP-Print-9a-LaserJet 400;14;2;Tue Apr 13 17:17:44 GMT+03:00 2021
290;3799;00:22:55:57:51:80;-55;bmstu_staff;14;2;Tue Apr 13 17:17:47 GMT+03:00 2021
291;3800;00:26:52:d8:7b:d0;-80;bmstu_lb;14;2;Tue Apr 13 17:17:47 GMT+03:00 2021
292;3801;00:26:52:d8:7b:d9;-80;bmstu_guest;14;2;Tue Apr 13 17:17:47 GMT+03:00 2021
293;3802;00:26:52:d8:7b:d1;-80;bmstu_staff;14;2;Tue Apr 13 17:17:47 GMT+03:00 2021
294;3803;54:78:1a:64:45:31;-84;BP-Sec;14;2;Tue Apr 13 17:17:47 GMT+03:00 2021
295;3804;54:78:1a:64:45:30;-85;BaumanPress;14;2;Tue Apr 13 17:17:47 GMT+03:00 2021
296;3805;1c:7e:e5:91:e1:46;-86;wifia04;14;2;Tue Apr 13 17:17:47 GMT+03:00 2021
297;3806;1c:af:f7:96:1b:1c;-86;KID-LAB;14;2;Tue Apr 13 17:17:47 GMT+03:00 2021
298;3807;e0:06:e6:77:37:9a;-96;HP-Print-9a-LaserJet 400;14;2;Tue Apr 13 17:17:47 GMT+03:00 2021
299;3808;00:22:55:57:51:80;-46;bmstu_staff;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
300;3809;ea:6f:38:06:6e:19;-67;DIRECT-19-HP M203 LaserJet;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
301;3810;54:78:1a:64:45:30;-71;BaumanPress;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
302;3811;54:78:1a:64:45:31;-72;BP-Sec;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
303;3812;d4:ca:6d:4c:eb:3d;-73;IU4-net;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
304;3813;00:26:52:d8:7b:d0;-80;bmstu_lb;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
305;3814;00:26:52:d8:7b:d9;-82;bmstu_guest;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
306;3815;6c:3b:6b:ff:51:77;-83;IU4-net-2;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
307;3816;54:78:1a:64:4b:b1;-86;BP-Sec;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
308;3817;54:78:1a:64:4b:b0;-87;BaumanPress;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
309;3818;1c:af:f7:96:1b:1c;-89;KID-LAB;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
310;3819;54:78:1a:64:58:a1;-91;BP-Sec;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
311;3820;e0:06:e6:77:37:9a;-96;HP-Print-9a-LaserJet 400;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
312;3821;54:78:1a:64:58:a0;-96;BaumanPress;14;2;Tue Apr 13 17:17:54 GMT+03:00 2021
313;3822;00:22:55:57:51:80;-68;bmstu_staff;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
314;3823;d4:ca:6d:4c:eb:3d;-69;IU4-net;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
315;3824;6c:3b:6b:ff:51:77;-74;IU4-net-2;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
316;3825;54:78:1a:64:45:30;-79;BaumanPress;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
317;3826;54:78:1a:64:45:31;-80;BP-Sec;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
318;3827;1c:af:f7:96:1b:1c;-80;KID-LAB;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
319;3828;00:26:52:d8:7b:d9;-82;bmstu_guest;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
320;3829;54:78:1a:64:4b:b1;-86;BP-Sec;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
321;3830;54:78:1a:64:4b:b0;-87;BaumanPress;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
322;3831;50:c7:bf:87:29:6a;-88;;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
323;3832;00:26:52:d8:7b:d1;-89;bmstu_staff;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
324;3833;36:c8:0f:43:ae:5b;-89;ZTE;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
325;3834;54:78:1a:64:58:a1;-91;BP-Sec;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
326;3835;00:26:52:d8:7b:d0;-92;bmstu_lb;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
327;3836;54:78:1a:64:58:a0;-96;BaumanPress;14;2;Tue Apr 13 17:18:04 GMT+03:00 2021
328;3837;d4:ca:6d:4c:eb:3d;-61;IU4-net;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
329;3838;00:22:55:57:51:80;-62;bmstu_staff;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
330;3839;6c:3b:6b:ff:51:77;-77;IU4-net-2;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
331;3840;1c:af:f7:96:1b:1c;-80;KID-LAB;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
332;3841;d8:07:b6:cd:7a:ef;-83;√ипер уб 1;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
333;3842;20:e5:2a:e4:7f:1e;-84;NETGEAR71;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
334;3843;b2:5c:da:68:ad:de;-84;DIRECT-DE-HP M479dw Color LJ;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
335;3844;d8:07:b6:cd:7a:ee;-86;√ипер уб 2;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
336;3845;54:78:1a:64:49:31;-87;BP-Sec;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
337;3846;54:78:1a:64:49:30;-89;BaumanPress;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
338;3847;36:c8:0f:43:ae:5b;-92;ZTE;9;2;Tue Apr 13 17:18:21 GMT+03:00 2021
339;3848;00:22:55:57:51:80;-57;bmstu_staff;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
340;3849;d4:ca:6d:4c:eb:3d;-67;IU4-net;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
341;3850;1c:af:f7:96:1b:1c;-76;KID-LAB;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
342;3851;54:78:1a:64:45:31;-79;BP-Sec;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
343;3852;54:78:1a:64:45:30;-80;BaumanPress;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
344;3853;6c:3b:6b:ff:51:77;-82;IU4-net-2;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
345;3854;d8:07:b6:cd:7a:ef;-84;√ипер уб 1;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
346;3855;50:c7:bf:87:29:66;-88;;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
347;3856;54:78:1a:64:58:a1;-88;BP-Sec;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
348;3857;54:78:1a:64:58:a0;-88;BaumanPress;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
349;3858;20:e5:2a:e4:7f:1e;-90;NETGEAR71;14;2;Tue Apr 13 17:18:39 GMT+03:00 2021
350;3859;00:22:55:57:51:80;-52;bmstu_staff;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
351;3860;d4:ca:6d:4c:eb:3d;-67;IU4-net;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
352;3861;ea:6f:38:06:6e:19;-74;DIRECT-19-HP M203 LaserJet;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
353;3862;1c:af:f7:96:1b:1c;-76;KID-LAB;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
354;3863;00:26:52:d8:7b:d9;-79;bmstu_guest;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
355;3864;00:26:52:d8:7b:d1;-80;bmstu_staff;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
356;3865;00:26:52:d8:7b:d0;-80;bmstu_lb;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
357;3866;6c:3b:6b:ff:51:77;-82;IU4-net-2;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
358;3867;54:78:1a:64:45:31;-87;BP-Sec;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
359;3868;54:78:1a:64:58:a1;-88;BP-Sec;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
360;3869;54:78:1a:64:58:a0;-88;BaumanPress;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
361;3870;54:78:1a:64:45:30;-89;BaumanPress;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
362;3871;20:e5:2a:e4:7f:1e;-90;NETGEAR71;14;2;Tue Apr 13 17:18:49 GMT+03:00 2021
363;3872;00:22:55:57:51:80;-57;bmstu_staff;14;2;Tue Apr 13 17:18:56 GMT+03:00 2021
364;3873;00:26:52:d8:7b:d9;-79;bmstu_guest;14;2;Tue Apr 13 17:18:56 GMT+03:00 2021
365;3874;00:26:52:d8:7b:d1;-80;bmstu_staff;14;2;Tue Apr 13 17:18:56 GMT+03:00 2021
366;3875;00:26:52:d8:7b:d0;-80;bmstu_lb;14;2;Tue Apr 13 17:18:56 GMT+03:00 2021
367;3876;d8:63:75:4a:41:bd;-81;Mi Phone;14;2;Tue Apr 13 17:18:56 GMT+03:00 2021
368;3877;54:78:1a:64:45:31;-87;BP-Sec;14;2;Tue Apr 13 17:18:56 GMT+03:00 2021
369;3878;54:78:1a:64:45:30;-89;BaumanPress;14;2;Tue Apr 13 17:18:56 GMT+03:00 2021
370;3879;94:0c:6d:bd:6c:4c;-91;wlcmtnndprtmntwrlssntwrk;14;2;Tue Apr 13 17:18:56 GMT+03:00 2021
371;3880;00:22:55:57:51:80;-77;bmstu_staff;14;2;Tue Apr 13 17:19:07 GMT+03:00 2021
372;3881;94:0c:6d:bd:6c:4c;-79;wlcmtnndprtmntwrlssntwrk;14;2;Tue Apr 13 17:19:07 GMT+03:00 2021
373;3882;d8:63:75:4a:41:bd;-81;Mi Phone;14;2;Tue Apr 13 17:19:07 GMT+03:00 2021
374;3883;c0:a5:dd:15:ec:f2;-81;;14;2;Tue Apr 13 17:19:07 GMT+03:00 2021
375;3884;00:22:55:57:51:80;-74;bmstu_staff;14;2;Tue Apr 13 17:19:13 GMT+03:00 2021
376;3885;c8:60:00:91:c7:0a;-78;PK-5-OKOPOK;14;2;Tue Apr 13 17:19:13 GMT+03:00 2021
377;3886;94:0c:6d:bd:6c:4c;-79;wlcmtnndprtmntwrlssntwrk;14;2;Tue Apr 13 17:19:13 GMT+03:00 2021
378;3887;c0:a5:dd:15:ec:f2;-81;;14;2;Tue Apr 13 17:19:13 GMT+03:00 2021
379;3888;94:0c:6d:bd:6c:4c;-71;wlcmtnndprtmntwrlssntwrk;14;2;Tue Apr 13 17:19:23 GMT+03:00 2021
380;3889;00:22:55:57:51:80;-78;bmstu_staff;14;2;Tue Apr 13 17:19:23 GMT+03:00 2021
381;3890;c8:60:00:91:c7:0a;-84;PK-5-OKOPOK;14;2;Tue Apr 13 17:19:23 GMT+03:00 2021
382;3891;f8:32:e4:44:a0:f8;-84;Discovery;14;2;Tue Apr 13 17:19:23 GMT+03:00 2021
383;3892;86:f3:eb:77:18:40;-88;RAD+10011241472;14;2;Tue Apr 13 17:19:23 GMT+03:00 2021
384;3893;c0:3f:0e:e1:5c:4c;-92;rk9-metodroom;14;2;Tue Apr 13 17:19:23 GMT+03:00 2021
385;3894;94:0c:6d:bd:6c:4c;-69;wlcmtnndprtmntwrlssntwrk;10;2;Tue Apr 13 17:19:44 GMT+03:00 2021
386;3895;00:22:55:57:51:80;-79;bmstu_staff;10;2;Tue Apr 13 17:19:44 GMT+03:00 2021
387;3896;f8:32:e4:44:a0:f8;-81;Discovery;10;2;Tue Apr 13 17:19:44 GMT+03:00 2021
388;3897;c8:60:00:91:c7:0a;-84;PK-5-OKOPOK;10;2;Tue Apr 13 17:19:44 GMT+03:00 2021
389;3898;c0:25:5c:82:1d:b6;-86;bmstu_guest;10;2;Tue Apr 13 17:19:44 GMT+03:00 2021
390;3899;c0:25:5c:82:1d:bf;-89;bmstu_lb;10;2;Tue Apr 13 17:19:44 GMT+03:00 2021
391;3900;c0:25:5c:82:1d:be;-90;bmstu_staff;10;2;Tue Apr 13 17:19:44 GMT+03:00 2021
392;3901;c0:3f:0e:e1:5c:4c;-92;rk9-metodroom;10;2;Tue Apr 13 17:19:44 GMT+03:00 2021
393;3902;c0:25:5c:82:1d:b1;-60;bmstu_staff;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
394;3903;c0:25:5c:82:1d:b0;-60;bmstu_lb;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
395;3904;c0:25:5c:82:1d:b9;-63;bmstu_guest;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
396;3905;c0:25:5c:82:1d:bf;-71;bmstu_lb;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
397;3906;c0:25:5c:82:1d:be;-72;bmstu_staff;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
398;3907;c0:25:5c:82:1d:b6;-77;bmstu_guest;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
399;3908;00:22:55:57:51:80;-79;bmstu_staff;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
400;3909;94:0c:6d:bd:6c:4c;-79;wlcmtnndprtmntwrlssntwrk;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
401;3910;d4:bf:7f:0f:ea:c1;-80;492_10;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
402;3911;f8:32:e4:44:a0:f8;-81;Discovery;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
403;3912;c8:60:00:91:c7:0a;-84;PK-5-OKOPOK;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
404;3913;86:f3:eb:77:18:40;-85;RAD+10011241472;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
405;3914;c8:3a:35:58:bd:40;-87;Tenda_58BD40;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
406;3915;ea:6f:38:29:51:89;-88;DIRECT-89-HP M203 LaserJet;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
407;3916;00:26:52:d8:84:90;-88;bmstu_lb;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
408;3917;00:26:52:d8:84:99;-89;bmstu_guest;10;2;Tue Apr 13 17:19:50 GMT+03:00 2021
409;3918;c0:25:5c:82:1d:b1;-60;bmstu_staff;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
410;3919;c0:25:5c:82:1d:b0;-60;bmstu_lb;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
411;3920;c0:25:5c:82:1d:bf;-69;bmstu_lb;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
412;3921;c0:25:5c:82:1d:be;-69;bmstu_staff;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
413;3922;c0:25:5c:82:1d:b6;-70;bmstu_guest;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
414;3923;c0:25:5c:82:1d:b9;-71;bmstu_guest;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
415;3924;94:0c:6d:bd:6c:4c;-79;wlcmtnndprtmntwrlssntwrk;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
416;3925;d4:bf:7f:0f:ea:c1;-79;492_10;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
417;3926;c8:3a:35:58:bd:40;-83;Tenda_58BD40;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
418;3927;00:26:52:d8:7e:b9;-84;bmstu_guest;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
419;3928;86:f3:eb:77:18:40;-85;RAD+10011241472;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
420;3929;00:26:52:d8:84:90;-88;bmstu_lb;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
421;3930;1c:bd:b9:92:1d:7c;-88;rk5-net;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
422;3931;80:e0:1d:d8:00:52;-88;bmstu_staff;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
423;3932;80:e0:1d:d8:00:51;-88;bmstu_guest;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
424;3933;00:26:52:d8:84:99;-89;bmstu_guest;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
425;3934;9e:93:4e:45:6a:f0;-89;DIRECT-vnWorkCentre 3225;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
426;3935;80:e0:1d:d8:00:50;-91;bmstu_student;10;2;Tue Apr 13 17:20:00 GMT+03:00 2021
427;3936;c0:25:5c:82:1d:b0;-53;bmstu_lb;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
428;3937;c0:25:5c:82:1d:b1;-55;bmstu_staff;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
429;3938;c0:25:5c:82:1d:bf;-57;bmstu_lb;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
430;3939;c0:25:5c:82:1d:b9;-57;bmstu_guest;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
431;3940;c0:25:5c:82:1d:be;-58;bmstu_staff;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
432;3941;c0:25:5c:82:1d:b6;-66;bmstu_guest;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
433;3942;d4:bf:7f:0f:ea:c1;-71;492_10;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
434;3943;c8:3a:35:58:bd:40;-79;Tenda_58BD40;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
435;3944;00:26:52:d8:84:91;-83;bmstu_staff;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
436;3945;00:26:52:d8:84:99;-84;bmstu_guest;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
437;3946;00:26:52:d8:7e:b9;-85;bmstu_guest;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
438;3947;e4:18:6b:01:93:62;-86;;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
439;3948;00:26:52:d8:7e:b0;-87;bmstu_lb;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
440;3949;1c:bd:b9:92:1d:7c;-88;rk5-net;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
441;3950;80:e0:1d:d8:00:52;-88;bmstu_staff;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
442;3951;80:e0:1d:d8:00:51;-88;bmstu_guest;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
443;3952;80:e0:1d:d8:00:50;-91;bmstu_student;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
444;3953;c8:5a:9f:b2:ed:8c;-92;MGTS_GPON_C316;10;2;Tue Apr 13 17:20:09 GMT+03:00 2021
445;3954;c0:25:5c:82:1d:bf;-57;bmstu_lb;10;2;Tue Apr 13 17:20:19 GMT+03:00 2021
446;3955;c0:25:5c:82:1d:be;-58;bmstu_staff;10;2;Tue Apr 13 17:20:19 GMT+03:00 2021
447;3956;c0:25:5c:82:1d:b6;-66;bmstu_guest;10;2;Tue Apr 13 17:20:19 GMT+03:00 2021
448;3957;c0:25:5c:82:1d:b0;-66;bmstu_lb;10;2;Tue Apr 13 17:20:19 GMT+03:00 2021
449;3958;c0:25:5c:82:1d:b9;-66;bmstu_guest;10;2;Tue Apr 13 17:20:19 GMT+03:00 2021
450;3959;c0:25:5c:82:1d:b1;-67;bmstu_staff;10;2;Tue Apr 13 17:20:19 GMT+03:00 2021
451;3960;d4:bf:7f:0f:ea:c1;-71;492_10;10;2;Tue Apr 13 17:20:19 GMT+03:00 2021
452;3961;00:26:52:d8:84:90;-79;bmstu_lb;10;2;Tue Apr 13 17:20:19 GMT+03:00 2021
453;3962;00:26:52:d8:84:99;-80;bmstu_guest;10;2;Tue Apr 13 17:20:19 GMT+03:00 2021
454;3963;00:26:52:d8:84:91;-81;bmstu_staff;10;2;Tue Apr 13 17:20:19 GMT+03:00 2021
